"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"28 semaines plus tard FRENCH HDLight 1080p 2007";"86";"9";"2.37GB";"30/11/2019";"Films";"Sciencefiction";"Il y a six mois, un terrible virus a décimé l'Angleterre et a transformé presque toute la population en monstres sanguinaires. Les forces américaines d'occupation ayant déclaré que l'infection a été définitivement vaincue, la reconstruction du pays peut maintenant commencer. Don a survécu à ces atroces événements, mais il n'a pas réussi à sauver sa femme et la culpabilité le ronge. Lorsqu'il retrouve ses enfants, Andy et Tammy, qu'il n'avait pas revus depuis la catastrophe et qui reviennent à Londres avec la première vague de réfugiés, il leur apprend la mort de leur mère. Partagés entre la joie des retrouvailles et le chagrin, tous trois tentent de se reconstruire et de reprendre une vie normale dans la ville dirigée par l'armée américaine.Pourtant, quelque part, un effroyable secret les attend. Tout n'est pas terminé..."
"Land Of The Dead FRENCH HDLight 1080p 2005";"89";"10";"2.86GB";"30/11/2019";"Films";"Epouvante-horreur";"Dans un avenir pas si lointain, une poignée de survivants barricadés dans une ville bunker vit encore dans le souvenir de l'ancien monde... Des zombies, qui désormais pensent et communiquent, s'organisent pour prendre d'assaut la ville bunker. Kaufman, autoproclamé chef des vivants, engage un commando de mercenaires pour contrer les attaques de ces morts-vivants d'un genre nouveau..."
"L'Armée Des Morts FRENCH HDLight 1080p 2004";"86";"14";"3.22GB";"30/11/2019";"Films";"Epouvante-horreur";"Personne ne peut expliquer comment tout cela est arrivé, mais ce matin, le monde n'est plus qu'un immense cauchemar. La population de la planète se résume désormais à une horde de morts vivants assoiffés de sang et lancés à la poursuite des derniers êtres humains encore en vie. Après avoir miraculeusement réussi à s'échapper de son quartier, Ana Clark se barricade avec un petit groupe de survivants dans un centre commercial. André et sa femme enceinte, Michael et Kenneth, officiers de police, vont tout faire pour rester vivants. Alors que dehors, la situation est de pire en pire, à l'intérieur, il faut aussi faire face aux peurs et aux démons de chacun."
"Le Seigneur des anneaux : la trilogie version longue TRUEFRENCH DVDRIP 2001-2003";"214";"42";"10.99GB";"30/11/2019";"Films";"Fantastique";NA
"Playmobil, Le Film FRENCH DVDRIP 2019";"576";"14";"707.85MB";"30/11/2019";"Films";"Animation";"Lorsque son petit frère Charlie disparaît dans l'univers magique et animé des Playmobil, Marla se lance dans une quête hors du commun pour le retrouver ! C'est le début d'une aventure pleine d'action et d'humour où Marla fera des rencontres inoubliables : un sympathique vendeur ambulant qui vit dans son food truck, un agent secret élégant et charismatique, un affectueux petit robot et une bonne fée fantasque seront autant de nouveaux amis qui l'aideront à échapper aux dangers qui la guettent."
"Midsommar TRUEFRENCH DVDRIP 2019";"94";"4";"1.37GB";"30/11/2019";"Films";"Epouvante-horreur";"Dani et Christian sont sur le point de se séparer quand la famille de Dani est touchée par une tragédie. Attristé par le deuil de la jeune femme, Christian ne peut se résoudre à la laisser seule et l'emmène avec lui et ses amis à un festival estival qui n'a lieu qu'une fois tous les 90 ans et se déroule dans un village suédois isolé."
"Arctic Justice : Thunder Squad FRENCH WEBRIP 2019";"310";"15";"695.89MB";"30/11/2019";"Films";"Animation";"Les aventures d’un renard des glaces, qui rêve de devenir livreur sur le terrain."
"J'ai perdu mon corps FRENCH WEBRIP 2019";"113";"6";"696.92MB";"30/11/2019";"Films";"Animation";"A Paris, Naoufel tombe amoureux de Gabrielle. Un peu plus loin dans la ville, une main coupée s’échappe d’un labo, bien décidée à retrouver son corps. S’engage alors une cavale vertigineuse à travers la ville, semée d’embûches et des souvenirs de sa vie jusqu’au terrible accident. Naoufel, la main, Gabrielle, tous trois retrouveront, d’une façon poétique et inattendue, le fil de leur histoire..."
"The Report FRENCH WEBRIP 2019";"365";"17";"1.37GB";"30/11/2019";"Films";"Drame";"Immédiatement après les attentats du 11 septembre, la CIA se lance dans la guerre contre le terrorisme et dans des pratiques extrêmes d'interrogatoire sur les détenus. Des pratiques détaillées dans un rapport de plus de 500 pages commandé par le US Senate Select Committee on Intelligence."
"La Guerre des Mondes FRENCH HDLight 1080p 2005";"188";"8";"3.07GB";"29/11/2019";"Films";"Fantastique";"Ray Ferrier est un docker divorcé et un père rien moins que parfait, qui n'entretient plus que des relations épisodiques avec son fils Robbie, 17 ans, et sa fille Rachel, 11 ans. Quelques minutes après que son ex-femme et l'époux de cette dernière lui ont confié la garde des enfants, un puissant orage éclate. Ray assiste alors à un spectacle qui bouleversera à jamais sa vie..."
"Parasite FRENCH DVDRIP 2019";"817";"49";"1.37GB";"29/11/2019";"Films";"Policier,Thriller";"Toute la famille de Ki-taek est au chômage, et s’intéresse fortement au train de vie de la richissime famille Park. Un jour, leur fils réussit a` se faire recommander pour donner des cours particuliers d’anglais chez les Park. C’est le début d’un engrenage incontrôlable, dont personne ne sortira véritablement indemne..."
"Samson FRENCH DVDRIP 2019";"1197";"28";"694.53MB";"29/11/2019";"Films";"Action,Aventure";"Samson est choisi par Dieu pour délivrer Israël des Philistins."
"Le Coup du siècle TRUEFRENCH DVDRIP 2019";"405";"23";"695.18MB";"29/11/2019";"Films";"Comédie";"Deux femmes escrocs - de deux catégories différentes - s'unissent afin de mener la vie dure aux hommes qui les ont bafouées."
"Le Coup du siècle TRUEFRENCH BluRay 1080p 2019";"51";"14";"7.95GB";"29/11/2019";"Films";"Action,Aventure";"Deux femmes escrocs - de deux catégories différentes - s'unissent afin de mener la vie dure aux hommes qui les ont bafouées."
"Le Duelliste FRENCH DVDRIP 2019";"596";"13";"695.31MB";"29/11/2019";"Films";"Action,Aventure";"1860, apre`s un interminable exil en Alaska, Yakovlev, ancien militaire, revient en Europe pour devenir duelliste professionnel. Pour le compte de riches commanditaires, il se bat dans des duels a` haut risque. Mais si Yakovlev accepte de de´fier la mort a` chaque instant, c’est qu’il espe`re pouvoir un jour se retrouver face a` son pire ennemi afin d’assouvir une vengeance qu’il pre´pare depuis 20 ans..."
"Le Semeur FRENCH WEBRIP 2019";"140";"0";"1.13GB";"29/11/2019";"Films";"Drame";"1852 : L’armée de Louis Napoléon Bonaparte écrase la résistance des Républicains. Dans son village de montagne, Violette assiste à la rafle de tous les hommes. Après des mois passés dans un isolement total, Violette et les autres jeunes filles se font un serment : si un homme vient, il sera celui de toutes…"
"Les Enquêtes du Département V : Dossier 64 FRENCH DVDRIP 2019";"146";"6";"1.37GB";"28/11/2019";"Films";"Policier,Thriller";NA
"Holiday Rush FRENCH WEBRIP 2019";"315";"7";"696.15MB";"28/11/2019";"Films";"Comédie";"Quand un père célibataire perd son job de DJ radio peu avant Noël, il doit repenser le sens du mot \"joie\", et le faire comprendre à ses quatre enfants trop gâtés."
"Turtle Odyssey FRENCH DVDRIP 2019";"133";"0";"297.03MB";"28/11/2019";"Films";"Documentaire";"Turtle Odyssey explore le cycle de vie unique d'une tortue de mer australienne appelée Bunji et son incroyable voyage à travers l'océan."
"Last Christmas TRUEFRENCH HDCAM 2019";"244";"12";"703.62MB";"28/11/2019";"Films";"Comédie";NA
"Rogue Warfare : En territoire ennemi FRENCH DVDRIP 2019";"737";"23";"692.48MB";"28/11/2019";"Films";"Action,Aventure";"Daniel, le chef de l'unité d'élite internationale, a été capturé. Soumis à de terribles épreuves, il doit trouver la force de tenir tête à ses ravisseurs en attendant que ses coéquipiers, partis en mission pour le retrouver, le localisent dans un dédale de tunnels et de grottes perdus au milieu du désert."
"Menteur FRENCH DVDRIP 2019";"342";"12";"701.22MB";"28/11/2019";"Films";"Comédie";"Les tribulations d’un menteur compulsif qui se retrouve soudainement confronté aux conséquences de son comportement."
"Millenium : Ce qui ne me tue pas TRUEFRENCH DVDRIP 2018";"230";"4";"692.32MB";"27/11/2019";"Films";"Policier,Thriller";"Frans Balder, éminent chercheur suédois en intelligence artificielle fait appel à Lisbeth Salander afin de récupérer un logiciel qu'il a créé et permettant de prendre le contrôle d'armes nucléaires. Mais la NSA ainsi qu'un groupe de terroristes mené par Jan Holster sont également sur la piste du logiciel. Traquée, Lisbeth va faire appel à son ami le journaliste Mikael Blomkvist qu'elle n'a pas vu depuis 3 ans."
"Braqueurs d'élite FRENCH DVDRIP 2018";"116";"6";"694.75MB";"27/11/2019";"Films";"Policier,Thriller";"Une équipe de Navy Seals, en mission dans l'Europe en guerre, découvre au fin fond d'un lac un trésor d'une valeur inéstimable. Ils entreprennent de ramener l'or à la surface afin de le restituer aux habitants démunis. Mais, repérés par l'ennemi, ils ne disposeront que de quelques heures pour mener à bien leur opération."
"The Irishman FRENCH WEBRIP 2019";"1697";"78";"1.36GB";"27/11/2019";"Films";"Policier,Thriller";"Cette saga sur le crime organisé dans l'Amérique de l'après-guerre est racontée du point de vue de Frank Sheeran, un ancien soldat de la Seconde Guerre mondiale devenu escroc et tueur à gages ayant travaillé aux côtés de quelques-unes des plus grandes figures du 20e siècle. Couvrant plusieurs décennies, le film relate l'un des mystères insondables de l'histoire des États-Unis : la disparition du légendaire dirigeant syndicaliste Jimmy Hoffa. Il offre également une plongée monumentale dans les arcanes de la mafia en révélant ses rouages, ses luttes internes et ses liens avec le monde politique."
"Once Upon a Time… in Hollywood FRENCH DVDRIP 2019";"855";"50";"1.37GB";"27/11/2019";"Films";"Drame";"En 1969, la star de télévision Rick Dalton et le cascadeur Cliff Booth, sa doublure de longue date, poursuivent leurs carrières au sein d’une industrie qu’ils ne reconnaissent plus. "
"Queens FRENCH WEBRIP 2019";"634";"7";"694.13MB";"27/11/2019";"Films";"Biopic";"Des stripteaseuses se lient d’amitié et décident de conjuguer leurs talents pour arnaquer et prendre leur revanche sur leurs riches clients de Wall Street. Leur plan fonctionne à merveille, mais argent et vie facile les poussent à prendre de plus en plus de risques…"
"Oscar et le monde des chats FRENCH DVDRIP 2019";"324";"12";"695.77MB";"27/11/2019";"Films";"Animation";"Oscar est un chaton qui vit paisiblement avec son père Léon, un gros chat d’appartement. Rêveur, il croit en l’existence de Catstopia, un monde merveilleux où vivent les chats. Il décide un jour de partir à l’aventure !"
"Le Témoin invisible FRENCH WEBRIP 2019";"105";"3";"695.17MB";"26/11/2019";"Films";"Policier,Thriller";"Adriano Doria est un entrepreneur de 40 dont la carrière est une réussite qui se réveille dans une chambre d'hôtel, en montagne, à côté d'un cadavre. Le corps sans vie à côté de lui est celui de sa jeune maîtresse Laura, qui semble avoir été frappée à la tête par un objet métallique. La pièce est fermée de l'intérieur et quand la police arrive, Adriano est à l'évidence accusé du meurtre, bien qu'il se déclare innocent. Placé en liberté surveillée à domicile, dans son élégant appartement, Adriano doit en quelques heures échafauder une stratégie de défense en vue de l'interrogatoire, avec une spécialiste que lui a envoyé son avocat : la pénaliste Virginia Ferrara."
"Tea Pets FRENCH WEBRIP 2019";"252";"3";"694.85MB";"26/11/2019";"Films";"Animation";"Les compagnons de thé sont de petits personnages de porcelaine que les buveurs de thé possèdent et sur lesquels ils aiment verser du thé. Atang, un compagnon de thé, vit dans un salon de thé. Il est le seul à ne pas pouvoir changer de couleur, bien qu'il ait été fait par un maître. Un jour, il rencontre un petit robot. Il va l'accompagner dans son aventure pour trouver un moyen de retourner dans le futur."
"Le royaume de Dawn FRENCH WEBRIP 2019";"226";"9";"695.08MB";"26/11/2019";"Films";"Animation";"Des royaumes de ballons, des dragons policiers et des sorciers heureux sont exactement ce dont Terry se souvient des contes fous de sa grand-mère. Sauf que tout ceci est bien réel et n’est pas aussi joyeux qu’il n’y paraît."
"Annabelle – La Maison Du Mal FRENCH DVDRIP 2019";"78";"6";"694.87MB";"26/11/2019";"Films";"Epouvante-horreur";"Déterminés à mettre Annabelle hors d'état de nuire, les démonologues Ed et Lorraine Warren enferment la poupée démoniaque dans leur \"pièce des souvenirs\", en prenant soin de la placer derrière une vitre sacrée et de solliciter la bénédiction d'un prêtre. Mais Annabelle réveille les esprits maléfiques qui l'entourent et qui s'intéressent désormais à de nouvelles victimes potentielles : Judy, la fille des Warren âgée de 10 ans, et ses amis. Une nouvelle nuit d'horreur se prépare…"
"Annabelle 2 : la Création du Mal TRUEFRENCH DVDRIP 2017";"59";"1";"699.5MB";"26/11/2019";"Films";"Epouvante-horreur";"Elle est de retour ! Encore traumatisés par la mort tragique de leur petite fille, un fabricant de poupées et sa femme recueillent une bonne sœur et les toutes jeunes pensionnaires d'un orphelinat dévasté. Mais ce petit monde est bientôt la cible d'Annabelle, créature du fabricant possédée par un démon…"
"Annabelle TRUEFRENCH DVDRIP 2014";"24";"2";"696.54MB";"26/11/2019";"Films";"Epouvante-horreur";"John Form est certain d'avoir déniché le cadeau de ses rêves pour sa femme Mia, qui attend un enfant. Il s'agit d'une poupée ancienne, très rare, habillée dans une robe de mariée d'un blanc immaculé. Mais Mia, d'abord ravie par son cadeau, va vite déchanter.Une nuit, les membres d'une secte satanique s'introduisent dans leur maison et agressent sauvagement le couple, paniqué. Et ils ne se contentent pas de faire couler le sang et de semer la terreur ' ils donnent vie à une créature monstrueuse, pire encore que leurs sinistres méfaits, permettant aux âmes damnées de revenir sur Terre : Annabelle..."
"Sibyl FRENCH DVDRIP 2019";"123";"3";"693.98MB";"26/11/2019";"Films";"Drame";"Sibyl est une romancière reconvertie en psychanalyste. Rattrapée par le désir d'écrire, elle décide de quitter la plupart de ses patients. Alors qu'elle cherche l'inspiration, Margot, une jeune actrice en détresse, la supplie de la recevoir. En plein tournage, elle est enceinte de l'acteur principal… qui est en couple avec la réalisatrice du film. Tandis qu'elle lui expose son dilemme passionnel, Sibyl, fascinée, l’enregistre secrètement. La parole de sa patiente nourrit son roman et la replonge dans le tourbillon de son passé. Quand Margot implore Sibyl de la rejoindre à Stromboli pour la fin du tournage, tout s'accélère à une allure vertigineuse…"
"Ibiza FRENCH DVDRIP 2019";"145";"5";"694.12MB";"26/11/2019";"Films";"Comédie";NA
"La Reine des neiges 2 TRUEFRENCH HDCAM 2019";"1498";"81";"699.64MB";"26/11/2019";"Films";"Animation";NA
"Nevada FRENCH DVDRIP 2019";"95";"6";"694.86MB";"26/11/2019";"Films";"Drame";"Incarcéré dans une prison du Nevada, Roman n’a plus de contact avec l’extérieur ni avec sa fille... Pour tenter de le sortir de son mutisme et de sa violence, on lui propose d’intégrer un programme de réhabilitation sociale grâce au dressage de chevaux sauvages. Aux côtés de ces mustangs aussi imprévisibles que lui, Roman va peu à peu réapprendre à se contrôler et surmonter son passé."
"Piranhas FRENCH DVDRIP 2019";"83";"4";"694.43MB";"26/11/2019";"Films";"Drame";"Nicola et ses amis ont entre dix et quinze ans. Ils se déplacent à scooter, ils sont armés et fascinés par la criminalité. Ils ne craignent ni la prison ni la mort, seulement de mener une vie ordinaire comme leurs parents. Leurs modèles : les parrains de la Camorra. Leurs valeurs : l’argent et le pouvoir. Leurs règles : fréquenter les bonnes personnes, trafiquer dans les bons endroits, et occuper la place laissée vacante par les anciens mafieux pour conquérir les quartiers de Naples, quel qu’en soit le prix."
"Les Baronnes FRENCH DVDRIP 2019";"362";"10";"696.04MB";"25/11/2019";"Films";"Drame";"New York, 1978. Entre ses prêteurs sur gages, ses sex-shops et ses bars clandestins tenus par la pègre irlandaise, Hell's Kitchen a toujours été un quartier difficile. Et mal famé. Mais pour Kathy, Ruby et Claire, épouses de mafieux, la situation est sur le point de basculer. Car lorsque leurs maris sont envoyés en prison par le FBI, elles reprennent en main les affaires familiales, en poursuivant leurs trafics et en éliminant la concurrence … au sens littéral. Désormais, ce sont elles qui tiennent le quartier."
"100 kilos d’étoiles FRENCH WEBRIP 2019";"130";"1";"702.21MB";"25/11/2019";"Films";"Drame";"Loïs, 16 ans, n'a qu'un rêve depuis toute petite : devenir spationaute... s’envoler loin de cette Terre où elle se sent si étrangère. Mais elle a beau être surdouée en maths et physique, il y a un problème : Loïs pèse 100 kilos... et pas moyen d'échapper à ce truc de famille qui lui colle à la peau. Alors que tout semble perdu, Loïs rencontre Amélie, Stannah, et Justine, trois adolescentes abîmées comme elle par la vie, prêtes à tout pour partir avec elle dans l'espace…"
"Wedding Nightmare FRENCH DVDRIP 2019";"542";"20";"695.14MB";"25/11/2019";"Films";"Epouvante-horreur";"La nuit de noces d’une jeune mariée tourne au cauchemar quand sa riche et excentrique belle-famille lui demande d’honorer une tradition qui va se révéler meurtrière et où chacun luttera pour sa survie."
"Liz et l'oiseau bleu FRENCH DVDRIP 2019";"116";"3";"698.67MB";"25/11/2019";"Films";"Animation";NA
"Free Dance 2 FRENCH DVDRIP 2019";"278";"10";"694.79MB";"25/11/2019";"Films";"Comédiemusicale";"Barlow, jeune danseuse talentueuse, et Charlie, pianiste hors pair, rêvent de pouvoir vivre de leur passion. La chance leur sourit enfin quand ils sont engagés dans le nouveau spectacle de Zander, génial et colérique metteur en scène de Broadway. Mais leur succès à tous est menacé lorsque les sentiments s’en mêlent…"
"Berlin Falling FRENCH DVDRIP 2019";"125";"6";"695.63MB";"25/11/2019";"Films";"Policier,Thriller";"Lorsque Frank décide de prendre Andreas, un autostoppeur, sur son trajet en direction de la gare de Berlin, il n’a alors aucune idée de ce qui l’attend. Une bombe dans sa voiture, une mission au péril de sa vie et un enfant en danger de mort sont autant de problèmes auxquels cet ancien Béret vert va être confrontés."
"You Might Be the Killer FRENCH DVDRIP 2019";"115";"7";"695.92MB";"25/11/2019";"Films";"Comédie";"Sam, propriétaire d'un camp de vacances, est victime de trous de mémoire. Il est la cible d'un tueur en série, caché derrière un masque, qui s'en prend à tous ses moniteurs. Il fait appel à Chuck, incollable en matière de films d'horreur, pour l'aider à identifier le prédateur..."
"Nightmare Cinema TRUEFRENCH DVDRIP 2019";"93";"11";"1.37GB";"24/11/2019";"Films";"Epouvante-horreur";"Cinq étrangers sont attirés vers une salle de cinéma abandonnée. Sur l'écran, le groupe regarde leurs peurs et leurs secrets les plus sombres en cinq courts métrages qui reflètent leur propre vie. Derrière eux, le Projectionniste souhaite s'emparer de leur âme pour compléter sa collection..."
"Brittany Runs A Marathon FRENCH WEBRIP 2019";"157";"9";"701.73MB";"24/11/2019";"Films";"Comédie";"Lorsqu'un médecin met en garde une jeune femme en surpoids qu'elle va avoir de gros problèmes de santé liés à son obésité, elle se tourne vers deux de ses amies et se prépare pour le marathon de New York."
"Benjamin FRENCH WEBRIP 2019";"137";"4";"695.49MB";"24/11/2019";"Films";"Comédie";"Ed réunit plusieurs amis et membres de sa famille en vue d'une intervention destinée à son fils Benjamin, persuadé qu'il prend de la drogue."
"En liberté ! FRENCH WEBRIP 2019";"139";"17";"690.24MB";"24/11/2019";"Films";"Comédie";"Yvonne jeune inspectrice de police, découvre que son mari, le capitaine Santi, héros local tombé au combat, n’était pas le flic courageux et intègre qu’elle croyait mais un véritable ripou. Déterminée à réparer les torts commis par ce dernier, elle va croiser le chemin d’Antoine injustement incarcéré par Santi pendant huit longues années. Une rencontre inattendue et folle qui va dynamiter leurs vies à tous les deux."
"Un Prof Pas Comme Les Autres 3 TRUEFRENCH WEBRIP 2019";"271";"18";"1.43GB";"23/11/2019";"Films";"Comédie";"Depuis sa sortie de prison, Zeki Müller, un ancien braqueur devenu professeur par un étrange concours de circonstances, travaille au lycée Goethe, dirigé par l'excentrique proviseur Gudrun Gerster. Cette année, il est bien décidé à faire passer le bac à tous ses élèves. Mais la tâche s'annonce particulièrement ardue pour cet enseignant pas comme les autres. D'autant que ses méthodes peu conventionnelles ne sont pas du goût de sa nouvelle collègue Biggi Enzberger et que certains de ses élèves semblent plus intéressés par leur vie amoureuse que les cours."
"Un prof pas comme les autres 2 FRENCH DVDRIP 2015";"57";"14";"1.63GB";"23/11/2019";"Films";"Comédie";"Zeki Müller s’occupe toujours de la 3èmeB, mais aimerait bien pouvoir quitter son poste. Lisi essaye de le maintenir dans le droit chemin et de le convaincre de rester, et de s’impliquer dans un voyage scolaire. Ce qui ne l’intéresse absolument pas… jusqu’au jour où des diamants qu’il a caché dans une peluche se retrouvent envoyés en Thaïlande. Voilà que s’organise un voyage là-bas, et Zeki se retrouve seul à devoir gérer ses élèves, tout en devant retrouver ses diamants."
"Un prof pas comme les autres FRENCH DVDRIP 2013";"60";"18";"1.34GB";"23/11/2019";"Films";"Comédie";"Zeki Müller, petit escroc, sort de prison avec pour seul but de retrouver un butin qu’il a enterré. Le problème est que depuis, un gymnase s’est construit au-dessus. Afin de  récupérer son argent, Zeki n’a pas d’autre choix que de se faire embaucher comme enseignant suppléant dans l’école dont dépend le gymnase. Il devient ainsi le pire enseignant de tous les temps. La nuit, Zeki creuse secrètement ; la journée, il utilise des méthodes peu orthodoxes pour amener des élèves indisciplinés sur la bonne voix. Cette approche pédagogique est condamnée par sa collègue Lisi, enseignante peu respectée qui va trouver en Zeki, non seulement un allié mais également une personne douée d’une certaine intégrité morale."
"Drunk Parents TRUEFRENCH DVDRIP 2019";"77";"2";"694.98MB";"23/11/2019";"Films";"Comédie";"Frank et Nancy Teagarten font partis de la classe aisée, ils sont mariés et fiers de leur fille qui entre à l'université. Suite à la visite d'un agent de recouvrement, leurs finances sont au plus mal. Ils tiennent à ce que leur fille continue ses études. Après une nuit où ils ont bu (un peu trop), des mauvaises décisions, un kidnapping et d'autres problèmes, plus ou moins graves, sont survenus en même temps qu'un sérieux mal de tête..."
"A Christmas Prince FRENCH WEBRIP 2019";"141";"7";"700.92MB";"23/11/2019";"Films";"Romance";"Pour cette jeune femme qui rêve de devenir journaliste, c'est Noël avant l'heure quand on l'envoie à l'étranger décrocher un scoop sur un futur roi bien charmant."
"Once Upon a Time… in Hollywood FRENCH WEBRIP 2019";"1367";"53";"1.36GB";"22/11/2019";"Films";"Drame";"En 1969, la star de télévision Rick Dalton et le cascadeur Cliff Booth, sa doublure de longue date, poursuivent leurs carrières au sein d’une industrie qu’ils ne reconnaissent plus. "
"Earthquake FRENCH DVDRIP 2019";"100";"2";"692.61MB";"22/11/2019";"Films";"Drame";"Constantin et Robert ne se connaissent pas, mais leurs destins vont se croiser au lendemain d’une catastrophe. Alors qu’ils reviennent tous deux dans leur ville natale, ils la retrouvent dévastée par un tremblement de terre d’une violence sans précédent. Ils doivent alors s’unir pour traverser les décombres de la ville et retrouver leurs proches. Mais très vite, de nouvelles secousses surviennent, bien plus violentes…"
"Spider-Man: Far From Home TRUEFRENCH DVDRIP 2019";"253";"26";"1.37GB";"22/11/2019";"Films";"Action,Aventure";"L'araignée sympa du quartier décide de rejoindre ses meilleurs amis Ned, MJ, et le reste de la bande pour des vacances en Europe. Cependant, le projet de Peter de laisser son costume de super-héros derrière lui pendant quelques semaines est rapidement compromis quand il accepte à contrecoeur d'aider Nick Fury à découvrir le mystère de plusieurs attaques de créatures, qui ravagent le continent !"
"007 Spectre FRENCH BluRay 1080p 2015";"36";"6";"11.39GB";"22/11/2019";"Films";"Action,Aventure";"Un message cryptique surgi du passé entraîne James Bond dans une mission très personnelle à Mexico puis à Rome, où il rencontre Lucia Sciarra, la très belle veuve d’un célèbre criminel. Bond réussit à infiltrer une réunion secrète révélant une redoutable organisation baptisée Spectre. Pendant ce temps, à Londres, Max Denbigh, le nouveau directeur du Centre pour la Sécurité Nationale, remet en cause les actions de Bond et l’existence même du MI6, dirigé par M. Bond persuade Moneypenny et Q de l’aider secrètement à localiser Madeleine Swann, la fille de son vieil ennemi, Mr White, qui pourrait détenir le moyen de détruire Spectre. Fille de tueur, Madeleine comprend Bond mieux que personne… En s’approchant du cœur de Spectre, Bond va découvrir qu’il existe peut-être un terrible lien entre lui et le mystérieux ennemi qu’il traque…"
"Bonnie and Clyde FRENCH HDLight 1080p 1967";"45";"8";"3.09GB";"22/11/2019";"Films";"Policier,Thriller";"Etats-Unis, les années 1930. C'est la Grande Dépression, suite au krach boursier de 1929. Un couple d'amants criminels, Bonnie Parker et Clyde Barrow, sillone le pays en braquant des banques. Bientôt, l'Amérique ne parle plus que de ces hors-la-loi inexpérimentés. Certains les admirent. D'autres sont horrifiés. Quoiqu'il en soit, poursuivis par la police, ils devront bientôt faire face à leur destin..."
"12 Jours FRENCH HDLight 1080p 2017";"56";"2";"1.07GB";"22/11/2019";"Films";"Documentaire";"Avant 12 jours, les personnes hospitalisées en psychiatrie sans leur consentement sont présentées en audience, d’un côté un juge, de l’autre un patient, entre eux naît un dialogue sur le sens du mot liberté et de la vie."
"Les Evadés FRENCH HDLight 1080p 1994";"51";"9";"3.53GB";"22/11/2019";"Films";"Drame";"En 1947, Andy Dufresne, un jeune banquier, est condamné à la prison à vie pour le meurtre de sa femme et de son amant. Ayant beau clamer son innocence, il est emprisonné à Shawshank, le pénitencier le plus sévère de l'Etat du Maine. Il y fait la rencontre de Red, un Noir désabusé, détenu depuis vingt ans. Commence alors une grande histoire d'amitié entre les deux hommes..."
"Le Manoir hanté et les 999 fantômes TRUEFRENCH HDLight 1080p 2003";"129";"13";"1.96GB";"22/11/2019";"Films";"Fantastique";"Agent immobilier accro du boulot, Jim Evers traîne sa famille jusqu'à une grande et glaciale demeure qu'il rêve de transformer en un somptueux immeuble en copropriété. Mais à son arrivée, la famille Evers découvre très vite qu'elle n'est pas seule dans la maison...999 fantômes sinistres et grimaçants se manifestent pour venir faire connaissance ! Et ils ne partiront pas tant qu'ils n'auront pas terminé ce qui les retient dans la maison. C'est à Jim qu'il revient de briser la malédiction - et de redécouvrir que sa famille a besoin de lui - avant que la pendule ne sonne son treizième coup !"
"Freaky Friday TRUEFRENCH WEBRIP 2018";"74";"6";"703.48MB";"22/11/2019";"Films";"Comédiemusicale";"Katherine et sa fille, Ellie, ne s'entendent plus et n'ont plus aucun point commun. Toutes deux ne se comprennent pas. Grâce à la magie du sablier du défunt père d'Elie, elles vont échanger de corps et se retrouver dans la peau de l'autre."
"Le Chardonneret FRENCH DVDRIP 2019";"25";"3";"1.37GB";"22/11/2019";"Films";"Drame";"Theodore \"Theo\" Decker n'a que 13 ans quand sa mère est tuée dans une explosion au Metropolitan Museum of Art. Cette tragédie va bouleverser sa vie : passant de la détresse à la culpabilité, il se reconstruit peu à peu et découvre même l'amour. Tout au long de son périple vers l'âge adulte, il conserve précieusement une relique de ce jour funeste qui lui permet de ne pas perdre espoir : un tableau d'un minuscule oiseau enchaîné à son perchoir. Le Chardonneret."
"The Furies FRENCH DVDRIP 2019";"150";"9";"696.23MB";"22/11/2019";"Films";"Epouvante-horreur";"8 jeunes femmes sont kidnappées et relâchées au beau milieu du bush australien. Kayla l’une d’entre elles, pense d’abord à une blague de mauvais goût jusqu'à ce qu’elle tombe sur deux autres victimes poursuivies par un homme masqué armé d’une hache. Se rendant compte qu’elles ne sont que de vulgaires proies d’une chasse à l’homme organisée par une bande de sadiques, leur cauchemar ne fait que commencer. Sauf que Kayla va vite découvrir qu’à chaque fille est assignée une bête. Et cette petite subtilité va fortement compliquer la partie de cache-cache."
"Une aventure de Cendrillon - Un Souhait de Noël FRENCH DVDRIP 2019";"321";"6";"695.46MB";"21/11/2019";"Films";"Romance";"Kat Decker aurait bien besoin d’un miracle de Noël ! L’aspirante chanteuse compositrice a de grands rêves… et des problèmes bien plus grands encore. Sa belle-mère vaniteuse la force à être une chanteuse déguisée en elfe pour le milliardaire Terrence. Toutefois, ce job a un point positif : Nick, le charmant Père Noël. À l’approche du gala de Noël de Wintergarden, la belle-mère et les demi-soeurs de Kat sont déterminées à l’empêcher de s’y rendre. Est-ce que son chien fidèle, sa meilleure amie et la magie des fêtes de fin d’année seront suffisants pour arranger les choses ?"
"La Morsure du crotale FRENCH WEBRIP 2019";"88";"5";"696.65MB";"21/11/2019";"Films";"Policier,Thriller";"Afin de sauver la vie de sa petite fille, mordue par un crotale, une mère célibataire accepte l'aide d'une mystérieuse et inconnue femme. La jeune mère va découvrir que cette main tendue n'est pas sans condition. En effet, elle va devoir prendre la vie d'un étranger dans la ville de Tulia au Texas."
